"time" "N1" "N2" "N3" "N4" "N5" "N6"
"53450" 13362.25 45.9771 21.5584 10.1318 6.8873 38.4976 3.7721
"53451" 13362.5 45.9499 21.5404 10.1743 6.8708 38.4301 3.8181
"53452" 13362.75 45.9455 21.5118 10.2118 6.8577 38.3442 3.8647
"53453" 13363 45.9652 21.473 10.2441 6.8481 38.2404 3.9101
"53454" 13363.25 46.0096 21.4243 10.2716 6.8421 38.1193 3.954
"53455" 13363.5 46.0791 21.3658 10.2941 6.8398 37.9813 3.9962
"53456" 13363.75 46.1738 21.2977 10.3117 6.8411 37.8265 4.0367
"53457" 13364 46.2941 21.22 10.3242 6.8461 37.6551 4.0755
"53458" 13364.25 46.44 21.1327 10.3317 6.8548 37.4671 4.1125
"53459" 13364.5 46.6118 21.0358 10.334 6.8671 37.2627 4.1476
"53460" 13364.75 46.8094 20.9297 10.3313 6.8831 37.0424 4.1793
"53461" 13365 47.0329 20.8153 10.3239 6.9028 36.808 4.2055
"53462" 13365.25 47.2815 20.6937 10.3125 6.926 36.5614 4.2253
"53463" 13365.5 47.554 20.566 10.2975 6.9525 36.3047 4.2377
"53464" 13365.75 47.8487 20.4336 10.2795 6.982 36.0399 4.242
"53465" 13366 48.1595 20.2977 10.2592 7.0143 35.7698 4.2373
"53466" 13366.25 48.4168 20.1662 10.2409 7.05 35.5077 4.2251
"53467" 13366.5 48.6236 20.0485 10.2289 7.0896 35.2699 4.2089
"53468" 13366.75 48.7959 19.9465 10.2141 7.1326 35.0599 4.1899
"53469" 13367 48.9419 19.8605 10.1939 7.1785 34.8782 4.1689
"53470" 13367.25 49.0651 19.79 10.1692 7.2262 34.7235 4.1462
"53471" 13367.5 49.1681 19.7339 10.1406 7.2751 34.5941 4.122
"53472" 13367.75 49.2526 19.6913 10.1084 7.3243 34.4882 4.0966
"53473" 13368 49.3207 19.6612 10.0731 7.3732 34.4043 4.0701
"53474" 13368.25 49.374 19.6429 10.035 7.4212 34.3409 4.0426
"53475" 13368.5 49.414 19.6355 9.9945 7.4676 34.2964 4.0144
"53476" 13368.75 49.4424 19.6384 9.952 7.512 34.2697 3.9854
"53477" 13369 49.4603 19.6507 9.9077 7.5538 34.2594 3.956
"53478" 13369.25 49.4691 19.672 9.8618 7.5928 34.2644 3.926
"53479" 13369.5 49.4699 19.7015 9.8147 7.6284 34.2836 3.8958
"53480" 13369.75 49.4639 19.7387 9.7665 7.6603 34.3159 3.8652
"53481" 13370 49.4517 19.7832 9.7174 7.6883 34.3608 3.8345
"53482" 13370.25 49.4347 19.8342 9.6676 7.7121 34.4167 3.8037
"53483" 13370.5 49.4134 19.8914 9.6173 7.7315 34.4832 3.7728
"53484" 13370.75 49.3887 19.9543 9.5667 7.7464 34.5593 3.742
"53485" 13371 49.3613 20.0226 9.5158 7.7565 34.6443 3.7112
"53486" 13371.25 49.3318 20.0957 9.4648 7.7619 34.7375 3.6805
"53487" 13371.5 49.3007 20.1733 9.4138 7.7625 34.8382 3.65
"53488" 13371.75 49.2686 20.255 9.3629 7.7582 34.9457 3.6196
"53489" 13372 49.236 20.3406 9.3121 7.7491 35.0594 3.5895
"53490" 13372.25 49.2031 20.4296 9.2616 7.7352 35.1788 3.5596
"53491" 13372.5 49.1682 20.5191 9.2115 7.7166 35.3036 3.53
"53492" 13372.75 49.1144 20.5996 9.1645 7.6943 35.4387 3.5017
"53493" 13373 49.0435 20.6727 9.1239 7.6694 35.589 3.4759
"53494" 13373.25 48.9588 20.74 9.091 7.6425 35.7547 3.453
"53495" 13373.5 48.8622 20.8021 9.0664 7.6139 35.9341 3.4332
"53496" 13373.75 48.755 20.8595 9.0503 7.5837 36.1247 3.4167
"53497" 13374 48.6384 20.9126 9.0428 7.5521 36.3238 3.4033
"53498" 13374.25 48.5133 20.962 9.0439 7.5194 36.5287 3.3932
"53499" 13374.5 48.3809 21.0079 9.0538 7.4857 36.7367 3.3861
"53500" 13374.75 48.2421 21.0509 9.0722 7.451 36.945 3.3823
"53501" 13375 48.0979 21.0912 9.0993 7.4157 37.1509 3.3815
"53502" 13375.25 47.9492 21.1293 9.1349 7.3798 37.3517 3.3837
"53503" 13375.5 47.7972 21.1658 9.179 7.3435 37.5447 3.3889
"53504" 13375.75 47.6426 21.2008 9.2315 7.3069 37.7274 3.397
"53505" 13376 47.4865 21.235 9.2923 7.2702 37.8971 3.408
"53506" 13376.25 47.3299 21.2688 9.3614 7.2335 38.0513 3.4219
"53507" 13376.5 47.1736 21.3025 9.4385 7.197 38.1875 3.4384
"53508" 13376.75 47.0185 21.3366 9.5231 7.1608 38.3035 3.4577
"53509" 13377 46.8665 21.3719 9.6061 7.1251 38.3986 3.4797
"53510" 13377.25 46.7196 21.4096 9.6847 7.0903 38.4746 3.5046
"53511" 13377.5 46.5791 21.4502 9.7588 7.0566 38.5317 3.5324
"53512" 13377.75 46.4457 21.4911 9.8284 7.024 38.5701 3.563
"53513" 13378 46.3229 21.5233 9.8939 6.993 38.5918 3.5967
"53514" 13378.25 46.2139 21.5467 9.9555 6.9642 38.5977 3.6333
"53515" 13378.5 46.1211 21.5612 10.0132 6.9378 38.5877 3.6726
"53516" 13378.75 46.0461 21.5664 10.0666 6.9142 38.5613 3.7139
"53517" 13379 45.9907 21.562 10.1155 6.8935 38.5178 3.7575
"53518" 13379.25 45.9562 21.5473 10.1597 6.8759 38.4564 3.803
"53519" 13379.5 45.9442 21.5222 10.1988 6.8616 38.3766 3.8497
"53520" 13379.75 45.9558 21.4868 10.2328 6.8508 38.2786 3.8956
"53521" 13380 45.992 21.4413 10.2619 6.8437 38.1632 3.9399
"53522" 13380.25 46.0532 21.3861 10.2861 6.8401 38.0307 3.9827
"53523" 13380.5 46.1396 21.3212 10.3053 6.8402 37.8815 4.0238
"53524" 13380.75 46.2514 21.2466 10.3195 6.844 37.7155 4.0632
"53525" 13381 46.3888 21.1625 10.3286 6.8515 37.533 4.1008
"53526" 13381.25 46.552 21.0688 10.3326 6.8626 37.334 4.1365
"53527" 13381.5 46.7411 20.9656 10.3315 6.8774 37.1188 4.1697
"53528" 13381.75 46.9561 20.8538 10.3257 6.8959 36.8888 4.1978
"53529" 13382 47.1965 20.7344 10.3155 6.9179 36.646 4.2198
"53530" 13382.25 47.4612 20.6087 10.3016 6.9434 36.3923 4.2348
"53531" 13382.5 47.7488 20.4777 10.2845 6.9719 36.13 4.2418
"53532" 13382.75 48.0573 20.3427 10.2649 7.0034 35.8612 4.2402
"53533" 13383 48.3385 20.2082 10.2451 7.0377 35.5937 4.23
"53534" 13383.25 48.5596 20.0856 10.2313 7.0761 35.3474 4.2149
"53535" 13383.5 48.742 19.9782 10.2184 7.1181 35.1279 4.1967
"53536" 13383.75 48.8961 19.8871 10.1999 7.1631 34.9369 4.1763
"53537" 13384 49.0266 19.8115 10.1767 7.2103 34.7735 4.1541
"53538" 13384.25 49.1361 19.7508 10.1493 7.2589 34.6359 4.1304
"53539" 13384.5 49.2265 19.7038 10.1182 7.308 34.5225 4.1054
"53540" 13384.75 49.2998 19.6697 10.0839 7.3571 34.4315 4.0792
"53541" 13385 49.3578 19.6476 10.0467 7.4055 34.3614 4.0521
"53542" 13385.25 49.4021 19.6367 10.007 7.4525 34.3108 4.024
"53543" 13385.5 49.4341 19.6362 9.9652 7.4976 34.2784 3.9953
"53544" 13385.75 49.4553 19.6455 9.9214 7.5403 34.2628 3.966
"53545" 13386 49.467 19.6639 9.876 7.5803 34.2629 3.9362
"53546" 13386.25 49.4703 19.6908 9.8293 7.617 34.2775 3.906
"53547" 13386.5 49.4664 19.7255 9.7814 7.6502 34.3057 3.8756
"53548" 13386.75 49.4562 19.7676 9.7326 7.6795 34.3464 3.8449
"53549" 13387 49.4407 19.8165 9.683 7.7047 34.3988 3.8141
"53550" 13387.25 49.4207 19.8717 9.6329 7.7256 34.4619 3.7833
"53551" 13387.5 49.3971 19.9328 9.5824 7.742 34.5349 3.7524
"53552" 13387.75 49.3705 19.9993 9.5315 7.7537 34.6171 3.7216
"53553" 13388 49.3416 20.0709 9.4806 7.7607 34.7076 3.6909
"53554" 13388.25 49.311 20.147 9.4296 7.7628 34.8059 3.6603
"53555" 13388.5 49.2792 20.2275 9.3786 7.7601 34.9112 3.6299
"53556" 13388.75 49.2467 20.3118 9.3278 7.7526 35.023 3.5997
"53557" 13389 49.2138 20.3997 9.2772 7.7403 35.1406 3.5697
"53558" 13389.25 49.181 20.4903 9.2269 7.7232 35.2635 3.54
"53559" 13389.5 49.1342 20.5737 9.1784 7.702 35.3943 3.511
"53560" 13389.75 49.0684 20.6491 9.1354 7.6779 35.5394 3.4843
"53561" 13390 48.988 20.7182 9.0999 7.6516 35.7001 3.4604
"53562" 13390.25 48.8952 20.7819 9.0725 7.6235 35.8752 3.4396
"53563" 13390.5 48.7913 20.8408 9.0536 7.5938 36.0624 3.422
"53564" 13390.75 48.6777 20.8954 9.0433 7.5627 36.259 3.4076
"53565" 13391 48.5554 20.9459 9.0416 7.5303 36.4623 3.3964
"53566" 13391.25 48.4253 20.9929 9.0485 7.4969 36.6696 3.3883
"53567" 13391.5 48.2884 21.0368 9.0641 7.4626 36.8781 3.3834
"53568" 13391.75 48.1459 21.078 9.0884 7.4274 37.0851 3.3816
"53569" 13392 47.9986 21.1168 9.1212 7.3917 37.2879 3.3828
"53570" 13392.25 47.8475 21.1537 9.1624 7.3555 37.4838 3.3871
"53571" 13392.5 47.6937 21.1892 9.2122 7.319 37.6702 3.3942
"53572" 13392.75 47.538 21.2236 9.2703 7.2823 37.8445 3.4043
"53573" 13393 47.3815 21.2575 9.3366 7.2456 38.0041 3.4172
"53574" 13393.25 47.225 21.2911 9.4111 7.209 38.1465 3.4329
"53575" 13393.5 47.0694 21.325 9.4936 7.1727 38.2694 3.4513
"53576" 13393.75 46.9161 21.3598 9.5782 7.1368 38.3712 3.4723
"53577" 13394 46.7673 21.3967 9.6582 7.1017 38.4535 3.4962
"53578" 13394.25 46.6246 21.4363 9.7337 7.0676 38.5168 3.5231
"53579" 13394.5 46.4887 21.4781 9.8048 7.0346 38.5613 3.5528
"53580" 13394.75 46.362 21.5134 9.8716 7.003 38.5883 3.5855
"53581" 13395 46.2482 21.5397 9.9345 6.9735 38.5994 3.6211
"53582" 13395.25 46.1498 21.5571 9.9935 6.9463 38.5947 3.6596
"53583" 13395.5 46.0688 21.5654 10.0483 6.9217 38.5737 3.7003
"53584" 13395.75 46.0067 21.5642 10.0988 6.9 38.536 3.7431
"53585" 13396 45.9652 21.553 10.1445 6.8814 38.4806 3.7881
"53586" 13396.25 45.9456 21.5314 10.1853 6.866 38.4069 3.8344
"53587" 13396.5 45.9493 21.4993 10.221 6.854 38.3148 3.8808
"53588" 13396.75 45.9774 21.4571 10.2517 6.8457 38.205 3.9257
"53589" 13397 46.0303 21.4051 10.2775 6.8409 38.0782 3.969
"53590" 13397.25 46.1083 21.3433 10.2983 6.8398 37.9344 4.0107
"53591" 13397.5 46.2117 21.272 10.3142 6.8424 37.7739 4.0506
"53592" 13397.75 46.3407 21.191 10.325 6.8487 37.5969 4.0888
"53593" 13398 46.4954 21.1004 10.3307 6.8586 37.4033 4.1252
"53594" 13398.25 46.6759 21.0003 10.3313 6.8722 37.1933 4.1595
"53595" 13398.5 46.8824 20.8912 10.3269 6.8895 36.9679 4.1894
"53596" 13398.75 47.1146 20.7743 10.3181 6.9103 36.7291 4.2135
"53597" 13399 47.3714 20.6505 10.3054 6.9347 36.4788 4.2309
"53598" 13399.25 47.6517 20.5211 10.2893 6.9622 36.2191 4.2407
"53599" 13399.5 47.9535 20.3873 10.2704 6.9928 35.9522 4.242
"53600" 13399.75 48.2542 20.2514 10.25 7.0261 35.6821 4.2342
"53601" 13400 48.4916 20.1242 10.2339 7.063 35.4275 4.2204
"53602" 13400.25 48.6852 20.0116 10.2222 7.1039 35.199 4.2031
"53603" 13400.5 48.848 19.9151 10.2055 7.148 34.9986 4.1834
"53604" 13400.75 48.986 19.8346 10.1837 7.1946 34.8263 4.1618
"53605" 13401 49.1021 19.7691 10.1576 7.2428 34.6804 4.1386
"53606" 13401.25 49.1985 19.7176 10.1277 7.2918 34.5592 4.114
"53607" 13401.5 49.2773 19.6794 10.0944 7.341 34.461 4.0882
"53608" 13401.75 49.3402 19.6534 10.0581 7.3897 34.3842 4.0613
"53609" 13402 49.3888 19.6389 10.0193 7.4372 34.3273 4.0336
"53610" 13402.25 49.4247 19.6351 9.9781 7.483 34.2891 4.0051
"53611" 13402.5 49.4493 19.6413 9.9349 7.5265 34.2681 3.9759
"53612" 13402.75 49.464 19.6568 9.89 7.5674 34.2631 3.9463
"53613" 13403 49.4699 19.6809 9.8437 7.6053 34.2731 3.9162
"53614" 13403.25 49.4682 19.7131 9.7962 7.6397 34.297 3.8858
"53615" 13403.5 49.46 19.7528 9.7477 7.6703 34.3337 3.8552
"53616" 13403.75 49.4461 19.7995 9.6983 7.6969 34.3823 3.8245
"53617" 13404 49.4276 19.8527 9.6484 7.7192 34.442 3.7936
"53618" 13404.25 49.4051 19.9119 9.598 7.7371 34.5118 3.7628
"53619" 13404.5 49.3794 19.9767 9.5472 7.7503 34.591 3.7319
"53620" 13404.75 49.3512 20.0467 9.4963 7.7589 34.6789 3.7012
"53621" 13405 49.3211 20.1214 9.4453 7.7626 34.7747 3.6705
"53622" 13405.25 49.2896 20.2004 9.3943 7.7615 34.8778 3.64
"53623" 13405.5 49.2573 20.2835 9.3435 7.7556 34.9875 3.6098
"53624" 13405.75 49.2245 20.3702 9.2928 7.7448 35.1032 3.5797
"53625" 13406 49.1917 20.4603 9.2424 7.7293 35.2244 3.5499
"53626" 13406.25 49.1519 20.5471 9.1929 7.7093 35.3518 3.5206
"53627" 13406.5 49.0917 20.6249 9.1478 7.686 35.4919 3.493
"53628" 13406.75 49.0157 20.6959 9.1097 7.6604 35.6476 3.4681
"53629" 13407 48.9268 20.7613 9.0796 7.6329 35.8182 3.4463
"53630" 13407.25 48.8265 20.8218 9.0579 7.6037 36.0017 3.4277
"53631" 13407.5 48.7159 20.8777 9.0447 7.573 36.1955 3.4122
"53632" 13407.75 48.5963 20.9295 9.0402 7.5411 36.3969 3.3999
"53633" 13408 48.4687 20.9777 9.0443 7.508 36.6032 3.3908
"53634" 13408.25 48.3339 21.0225 9.0571 7.4739 36.8116 3.3849
"53635" 13408.5 48.1932 21.0645 9.0785 7.439 37.0194 3.382
"53636" 13408.75 48.0473 21.104 9.1084 7.4035 37.2239 3.3823
"53637" 13409 47.8974 21.1416 9.1469 7.3674 37.4223 3.3855
"53638" 13409.25 47.7444 21.1775 9.1939 7.331 37.6122 3.3918
"53639" 13409.5 47.5892 21.2122 9.2492 7.2944 37.7907 3.4009
"53640" 13409.75 47.4328 21.2462 9.3129 7.2577 37.9554 3.4129
"53641" 13410 47.2762 21.2798 9.3847 7.221 38.1038 3.4276
"53642" 13410.25 47.1202 21.3136 9.4646 7.1846 38.2334 3.4451
"53643" 13410.5 46.9659 21.348 9.5498 7.1485 38.3421 3.4653
"53644" 13410.75 46.8154 21.3841 9.6313 7.1131 38.4306 3.4883
"53645" 13411 46.6707 21.4227 9.7083 7.0786 38.5001 3.5141
"53646" 13411.25 46.5324 21.4644 9.7809 7.0453 38.5508 3.5429
"53647" 13411.5 46.4022 21.5027 9.849 7.0132 38.5833 3.5746
"53648" 13411.75 46.2838 21.5319 9.9132 6.9829 38.5995 3.6093
"53649" 13412 46.1801 21.5523 9.9735 6.9549 38.6001 3.6469
"53650" 13412.25 46.0931 21.5636 10.0297 6.9294 38.5845 3.6869
"53651" 13412.5 46.0247 21.5656 10.0816 6.9068 38.5524 3.729
"53652" 13412.75 45.9763 21.5577 10.1289 6.8871 38.5029 3.7733
"53653" 13413 45.9493 21.5396 10.1714 6.8706 38.4352 3.8193
"53654" 13413.25 45.9452 21.5109 10.2087 6.8575 38.3491 3.866
"53655" 13413.5 45.9651 21.472 10.241 6.848 38.2451 3.9113
"53656" 13413.75 46.0098 21.4232 10.2684 6.842 38.1238 3.9552
"53657" 13414 46.0796 21.3646 10.2909 6.8397 37.9856 3.9974
"53658" 13414.25 46.1746 21.2964 10.3084 6.8411 37.8306 4.0379
"53659" 13414.5 46.2952 21.2186 10.3209 6.8462 37.659 4.0767
"53660" 13414.75 46.4414 21.1312 10.3283 6.8549 37.4708 4.1137
"53661" 13415 46.6134 21.0342 10.3305 6.8673 37.2662 4.1488
"53662" 13415.25 46.8114 20.928 10.3278 6.8833 37.0456 4.1804
"53663" 13415.5 47.0352 20.8134 10.3204 6.903 36.811 4.2065
"53664" 13415.75 47.2841 20.6918 10.3088 6.9262 36.5643 4.2262
"53665" 13416 47.5568 20.5641 10.2938 6.9528 36.3074 4.2386
"53666" 13416.25 47.8517 20.4316 10.2758 6.9824 36.0426 4.2428
"53667" 13416.5 48.1624 20.2957 10.2555 7.0147 35.7723 4.238
"53668" 13416.75 48.419 20.1643 10.2373 7.0504 35.5104 4.2257
"53669" 13417 48.6253 20.0468 10.2254 7.09 35.2729 4.2094
"53670" 13417.25 48.7973 19.9449 10.2105 7.1331 35.0632 4.1904
"53671" 13417.5 48.943 19.8592 10.1902 7.179 34.8818 4.1694
"53672" 13417.75 49.0661 19.7888 10.1655 7.2268 34.7273 4.1467
"53673" 13418 49.1687 19.7329 10.1368 7.2756 34.5982 4.1225
"53674" 13418.25 49.2531 19.6904 10.1046 7.3249 34.4926 4.0971
"53675" 13418.5 49.321 19.6605 10.0693 7.3738 34.4089 4.0705
"53676" 13418.75 49.3741 19.6423 10.0312 7.4217 34.3457 4.0431
"53677" 13419 49.4141 19.6351 9.9908 7.4681 34.3014 4.0148
"53678" 13419.25 49.4423 19.638 9.9482 7.5125 34.2748 3.9858
"53679" 13419.5 49.4601 19.6505 9.9039 7.5543 34.2647 3.9563
"53680" 13419.75 49.4688 19.6719 9.858 7.5932 34.2699 3.9264
"53681" 13420 49.4695 19.7015 9.8109 7.6287 34.2893 3.8961
"53682" 13420.25 49.4633 19.7388 9.7627 7.6606 34.3219 3.8656
"53683" 13420.5 49.4512 19.7832 9.7136 7.6886 34.3667 3.8349
"53684" 13420.75 49.4341 19.8344 9.6638 7.7123 34.4228 3.804
"53685" 13421 49.4128 19.8916 9.6136 7.7317 34.4894 3.7732
"53686" 13421.25 49.388 19.9546 9.5629 7.7465 34.5657 3.7423
"53687" 13421.5 49.3606 20.0229 9.512 7.7566 34.6508 3.7115
"53688" 13421.75 49.3311 20.0961 9.4611 7.7619 34.7441 3.6808
"53689" 13422 49.3 20.1737 9.4101 7.7624 34.8448 3.6503
"53690" 13422.25 49.2679 20.2555 9.3592 7.7581 34.9524 3.6199
"53691" 13422.5 49.2352 20.3411 9.3084 7.7489 35.0662 3.5898
"53692" 13422.75 49.2023 20.4301 9.2579 7.735 35.1857 3.5599
"53693" 13423 49.1673 20.5195 9.2079 7.7163 35.3106 3.5303
"53694" 13423.25 49.1133 20.5999 9.1609 7.694 35.4458 3.502
"53695" 13423.5 49.0421 20.673 9.1204 7.6691 35.5963 3.4762
"53696" 13423.75 48.9573 20.7402 9.0876 7.6422 35.7622 3.4534
"53697" 13424 48.8605 20.8022 9.0631 7.6135 35.9418 3.4337
"53698" 13424.25 48.7532 20.8596 9.0471 7.5833 36.1325 3.4171
"53699" 13424.5 48.6365 20.9127 9.0397 7.5517 36.3317 3.4038
"53700" 13424.75 48.5114 20.962 9.041 7.519 36.5367 3.3937
"53701" 13425 48.3789 21.0079 9.0509 7.4852 36.7447 3.3867
"53702" 13425.25 48.24 21.0508 9.0695 7.4506 36.953 3.3829
"53703" 13425.5 48.0957 21.0911 9.0966 7.4153 37.1589 3.3821
"53704" 13425.75 47.947 21.1292 9.1323 7.3794 37.3596 3.3844
"53705" 13426 47.7949 21.1656 9.1765 7.343 37.5526 3.3896
"53706" 13426.25 47.6403 21.2007 9.2291 7.3065 37.7351 3.3978
"53707" 13426.5 47.4842 21.2349 9.29 7.2698 37.9047 3.4088
"53708" 13426.75 47.3276 21.2686 9.3591 7.2331 38.0587 3.4227
"53709" 13427 47.1713 21.3023 9.4364 7.1966 38.1948 3.4393
"53710" 13427.25 47.0163 21.3364 9.521 7.1603 38.3105 3.4586
"53711" 13427.5 46.8643 21.3718 9.6039 7.1247 38.4054 3.4806
"53712" 13427.75 46.7175 21.4095 9.6824 7.0899 38.4812 3.5055
"53713" 13428 46.577 21.4501 9.7564 7.0561 38.5381 3.5334
"53714" 13428.25 46.4438 21.4909 9.8259 7.0236 38.5763 3.5641
"53715" 13428.5 46.3211 21.5231 9.8914 6.9926 38.5978 3.5978
"53716" 13428.75 46.2123 21.5464 9.9529 6.9639 38.6035 3.6344
"53717" 13429 46.1197 21.5607 10.0105 6.9375 38.5933 3.6737
"53718" 13429.25 46.045 21.5658 10.0639 6.9139 38.5667 3.7151
"53719" 13429.5 45.9898 21.5613 10.1128 6.8933 38.523 3.7587
"53720" 13429.75 45.9556 21.5465 10.1568 6.8757 38.4614 3.8043
"53721" 13430 45.9438 21.5213 10.1958 6.8615 38.3814 3.851
"53722" 13430.25 45.9557 21.4857 10.2298 6.8507 38.2831 3.8968
"53723" 13430.5 45.9922 21.4401 10.2588 6.8436 38.1675 3.9412
"53724" 13430.75 46.0537 21.3848 10.2829 6.8401 38.0348 3.9839
"53725" 13431 46.1404 21.3197 10.302 6.8403 37.8853 4.025
"53726" 13431.25 46.2526 21.2451 10.3162 6.8441 37.7191 4.0644
"53727" 13431.5 46.3904 21.1608 10.3253 6.8516 37.5364 4.102
"53728" 13431.75 46.5539 21.067 10.3292 6.8628 37.3371 4.1377
"53729" 13432 46.7433 20.9637 10.3281 6.8777 37.1217 4.1708
"53730" 13432.25 46.9586 20.8518 10.3221 6.8962 36.8914 4.1989
"53731" 13432.5 47.1994 20.7324 10.3119 6.9182 36.6485 4.2208
"53732" 13432.75 47.4644 20.6065 10.298 6.9437 36.3947 4.2357
"53733" 13433 47.7523 20.4754 10.2808 6.9723 36.1322 4.2426
"53734" 13433.25 48.061 20.3405 10.2612 7.0038 35.8633 4.2408
"53735" 13433.5 48.3412 20.2061 10.2415 7.0382 35.596 4.2306
"53736" 13433.75 48.5618 20.0836 10.2278 7.0766 35.3499 4.2154
"53737" 13434 48.7437 19.9765 10.2149 7.1186 35.1308 4.1972
"53738" 13434.25 48.8976 19.8855 10.1963 7.1637 34.9401 4.1768
"53739" 13434.5 49.0278 19.8102 10.173 7.2109 34.777 4.1546
"53740" 13434.75 49.137 19.7496 10.1456 7.2595 34.6397 4.1309
"53741" 13435 49.2271 19.7028 10.1145 7.3087 34.5266 4.1058
"53742" 13435.25 49.3003 19.6689 10.0801 7.3578 34.4359 4.0796
"53743" 13435.5 49.3581 19.6469 10.0429 7.4061 34.366 4.0524
"53744" 13435.75 49.4021 19.6362 10.0032 7.4531 34.3157 4.0244
"53745" 13436 49.434 19.6358 9.9613 7.4982 34.2835 3.9957
"53746" 13436.25 49.4551 19.6453 9.9175 7.5409 34.2681 3.9663
"53747" 13436.5 49.4667 19.6638 9.8721 7.5808 34.2684 3.9365
"53748" 13436.75 49.4699 19.6907 9.8254 7.6175 34.2832 3.9064
"53749" 13437 49.4658 19.7256 9.7775 7.6506 34.3116 3.8759
"53750" 13437.25 49.4556 19.7677 9.7287 7.6799 34.3525 3.8452
"53751" 13437.5 49.44 19.8167 9.6792 7.705 34.405 3.8144
"53752" 13437.75 49.42 19.872 9.6291 7.7259 34.4682 3.7836
"53753" 13438 49.3963 19.9332 9.5785 7.7422 34.5414 3.7527
"53754" 13438.25 49.3697 19.9998 9.5277 7.7538 34.6236 3.7219
"53755" 13438.5 49.3408 20.0714 9.4768 7.7607 34.7143 3.6911
"53756" 13438.75 49.3102 20.1476 9.4258 7.7628 34.8127 3.6605
"53757" 13439 49.2783 20.2281 9.3748 7.7601 34.9181 3.6301
"53758" 13439.25 49.2458 20.3124 9.324 7.7525 35.03 3.5999
"53759" 13439.5 49.2129 20.4003 9.2735 7.7401 35.1476 3.5699
"53760" 13439.75 49.1801 20.4909 9.2232 7.723 35.2706 3.5402
"53761" 13440 49.133 20.5742 9.1747 7.7017 35.4016 3.5113
"53762" 13440.25 49.067 20.6495 9.1319 7.6775 35.5469 3.4846
"53763" 13440.5 48.9864 20.7185 9.0965 7.6512 35.7079 3.4608
"53764" 13440.75 48.8934 20.7822 9.0692 7.6231 35.8832 3.44
"53765" 13441 48.7895 20.841 9.0504 7.5934 36.0705 3.4224
"53766" 13441.25 48.6757 20.8955 9.0402 7.5623 36.2673 3.4081
"53767" 13441.5 48.5532 20.946 9.0386 7.5299 36.4707 3.3969
"53768" 13441.75 48.423 20.993 9.0457 7.4965 36.678 3.3889
"53769" 13442 48.2861 21.0368 9.0614 7.4621 36.8865 3.384
"53770" 13442.25 48.1435 21.0779 9.0857 7.427 37.0935 3.3822
"53771" 13442.5 47.9961 21.1167 9.1186 7.3912 37.2963 3.3835
"53772" 13442.75 47.8451 21.1536 9.16 7.355 37.4921 3.3878
"53773" 13443 47.6912 21.1891 9.2098 7.3185 37.6783 3.395
"53774" 13443.25 47.5355 21.2235 9.268 7.2818 37.8525 3.4051
"53775" 13443.5 47.3789 21.2573 9.3344 7.2451 38.0119 3.418
"53776" 13443.75 47.2224 21.291 9.409 7.2085 38.1541 3.4338
"53777" 13444 47.0669 21.3249 9.4916 7.1722 38.2767 3.4522
"53778" 13444.25 46.9136 21.3597 9.5761 7.1363 38.3783 3.4733
"53779" 13444.5 46.7649 21.3966 9.656 7.1012 38.4603 3.4972
"53780" 13444.75 46.6223 21.4362 9.7315 7.0671 38.5234 3.5241
"53781" 13445 46.4865 21.4782 9.8024 7.0341 38.5677 3.5539
"53782" 13445.25 46.3599 21.5133 9.8692 7.0026 38.5945 3.5866
"53783" 13445.5 46.2462 21.5395 9.932 6.9731 38.6054 3.6223
"53784" 13445.75 46.1481 21.5568 9.9909 6.9459 38.6005 3.6608
"53785" 13446 46.0673 21.565 10.0457 6.9214 38.5793 3.7015
"53786" 13446.25 46.0055 21.5637 10.0961 6.8997 38.5413 3.7444
"53787" 13446.5 45.9643 21.5523 10.1417 6.8811 38.4857 3.7894
"53788" 13446.75 45.945 21.5305 10.1824 6.8658 38.4117 3.8358
"53789" 13447 45.949 21.4983 10.218 6.8539 38.3194 3.8822
"53790" 13447.25 45.9774 21.456 10.2487 6.8456 38.2094 3.927
"53791" 13447.5 46.0306 21.4038 10.2744 6.8409 38.0822 3.9703
"53792" 13447.75 46.109 21.342 10.2951 6.8398 37.9383 4.012
"53793" 13448 46.2128 21.2705 10.3109 6.8425 37.7775 4.0519
"53794" 13448.25 46.3421 21.1894 10.3217 6.8488 37.6002 4.0901
"53795" 13448.5 46.4972 21.0987 10.3273 6.8587 37.4063 4.1264
"53796" 13448.75 46.6781 20.9984 10.3278 6.8724 37.1961 4.1607
"53797" 13449 46.8849 20.8892 10.3234 6.8897 36.9705 4.1905
"53798" 13449.25 47.1174 20.7722 10.3145 6.9106 36.7315 4.2146
"53799" 13449.5 47.3746 20.6483 10.3017 6.935 36.481 4.2319
"53800" 13449.75 47.6552 20.5188 10.2856 6.9626 36.2212 4.2415
"53801" 13450 47.9573 20.385 10.2667 6.9932 35.9541 4.2427
"53802" 13450.25 48.2574 20.2491 10.2464 7.0265 35.684 4.2349
"53803" 13450.5 48.4941 20.1221 10.2303 7.0636 35.4297 4.221
"53804" 13450.75 48.6873 20.0097 10.2186 7.1045 35.2015 4.2037
"53805" 13451 48.8497 19.9135 10.2018 7.1486 35.0015 4.1839
"53806" 13451.25 48.9873 19.8331 10.18 7.1952 34.8295 4.1623
"53807" 13451.5 49.1032 19.7678 10.1539 7.2435 34.6839 4.1391
"53808" 13451.75 49.1994 19.7166 10.1239 7.2925 34.563 4.1144
