"time" "N1" "N2" "N3" "N4" "N5" "N6"
"21730" 5432.25 47.2202 23.1199 25.11 6.2746 17.2468 0.3197
"21731" 5432.5 47.2528 23.0653 25.1749 6.2675 17.1906 0.3232
"21732" 5432.75 47.3004 23.0048 25.2329 6.2622 17.1301 0.3267
"21733" 5433 47.363 22.9385 25.2841 6.259 17.0654 0.3302
"21734" 5433.25 47.4409 22.8662 25.3282 6.2576 16.9965 0.3335
"21735" 5433.5 47.5341 22.7879 25.3651 6.2583 16.9233 0.3368
"21736" 5433.75 47.6428 22.7038 25.3948 6.2609 16.8459 0.34
"21737" 5434 47.7672 22.6137 25.4171 6.2656 16.7642 0.3432
"21738" 5434.25 47.9075 22.5177 25.432 6.2722 16.6784 0.3463
"21739" 5434.5 48.0636 22.4158 25.4392 6.2808 16.5883 0.3492
"21740" 5434.75 48.2358 22.3079 25.4388 6.2914 16.4941 0.3521
"21741" 5435 48.4243 22.1941 25.4306 6.304 16.3957 0.3549
"21742" 5435.25 48.6291 22.0745 25.4145 6.3186 16.2931 0.3573
"21743" 5435.5 48.8504 21.9491 25.3907 6.3353 16.1866 0.3592
"21744" 5435.75 49.0882 21.818 25.359 6.354 16.0761 0.3605
"21745" 5436 49.3425 21.6815 25.3196 6.3747 15.9618 0.3612
"21746" 5436.25 49.6132 21.5395 25.2725 6.3973 15.8437 0.3612
"21747" 5436.5 49.8909 21.3925 25.218 6.422 15.7221 0.3604
"21748" 5436.75 50.1082 21.2489 25.1667 6.4496 15.6033 0.359
"21749" 5437 50.2799 21.1167 25.1239 6.481 15.4929 0.3574
"21750" 5437.25 50.4251 20.999 25.0719 6.516 15.3932 0.3556
"21751" 5437.5 50.5524 20.8972 25.0113 6.5543 15.3052 0.3536
"21752" 5437.75 50.6644 20.8108 24.9436 6.5952 15.2285 0.3516
"21753" 5438 50.7623 20.7391 24.8694 6.6382 15.1626 0.3495
"21754" 5438.25 50.8473 20.6815 24.7894 6.6828 15.107 0.3473
"21755" 5438.5 50.9203 20.6373 24.7041 6.7282 15.0611 0.3451
"21756" 5438.75 50.9824 20.6058 24.6139 6.7741 15.0244 0.3428
"21757" 5439 51.0343 20.5864 24.5195 6.82 14.9966 0.3405
"21758" 5439.25 51.0769 20.5786 24.4212 6.8654 14.9771 0.3381
"21759" 5439.5 51.1111 20.5818 24.3195 6.91 14.9655 0.3357
"21760" 5439.75 51.1376 20.5954 24.2147 6.9532 14.9615 0.3333
"21761" 5440 51.157 20.6191 24.1072 6.9948 14.9647 0.3308
"21762" 5440.25 51.17 20.6523 23.9974 7.0345 14.9747 0.3283
"21763" 5440.5 51.1774 20.6945 23.8856 7.0718 14.9912 0.3258
"21764" 5440.75 51.1796 20.7454 23.772 7.1065 15.0139 0.3233
"21765" 5441 51.1772 20.8046 23.6569 7.1383 15.0424 0.3208
"21766" 5441.25 51.1709 20.8716 23.5407 7.167 15.0764 0.3183
"21767" 5441.5 51.161 20.9461 23.4235 7.1924 15.1157 0.3158
"21768" 5441.75 51.1481 21.0276 23.3056 7.2142 15.16 0.3133
"21769" 5442 51.1326 21.1159 23.1872 7.2323 15.209 0.3108
"21770" 5442.25 51.1149 21.2106 23.0684 7.2464 15.2624 0.3083
"21771" 5442.5 51.0955 21.3114 22.9495 7.2566 15.3201 0.3058
"21772" 5442.75 51.0746 21.4179 22.8306 7.2627 15.3817 0.3033
"21773" 5443 51.0526 21.5298 22.7118 7.2646 15.4471 0.3008
"21774" 5443.25 51.0298 21.6468 22.5934 7.2623 15.5159 0.2984
"21775" 5443.5 51.0065 21.7687 22.4753 7.2557 15.588 0.296
"21776" 5443.75 50.9844 21.8872 22.3583 7.2449 15.6635 0.2936
"21777" 5444 50.9673 21.9949 22.2443 7.2307 15.7432 0.2912
"21778" 5444.25 50.9396 22.094 22.1362 7.2137 15.8283 0.2889
"21779" 5444.5 50.8974 22.1869 22.04 7.1947 15.9204 0.2868
"21780" 5444.75 50.8432 22.2747 21.9582 7.1741 16.0194 0.2849
"21781" 5445 50.7781 22.3577 21.8919 7.1521 16.1246 0.2832
"21782" 5445.25 50.7027 22.4361 21.8416 7.1287 16.2349 0.2817
"21783" 5445.5 50.6174 22.5102 21.8075 7.104 16.3493 0.2804
"21784" 5445.75 50.5227 22.58 21.7898 7.0781 16.4666 0.2793
"21785" 5446 50.419 22.6457 21.7886 7.051 16.5855 0.2784
"21786" 5446.25 50.3068 22.7074 21.804 7.0228 16.7048 0.2777
"21787" 5446.5 50.1863 22.7652 21.836 6.9936 16.8232 0.2773
"21788" 5446.75 50.0582 22.8193 21.8847 6.9634 16.9394 0.277
"21789" 5447 49.9229 22.87 21.9502 6.9323 17.052 0.2769
"21790" 5447.25 49.7807 22.9172 22.0326 6.9004 17.1597 0.2771
"21791" 5447.5 49.6323 22.9614 22.1317 6.8677 17.2611 0.2774
"21792" 5447.75 49.4781 23.0025 22.2478 6.8344 17.3547 0.278
"21793" 5448 49.3186 23.0409 22.3807 6.8004 17.4391 0.2787
"21794" 5448.25 49.1543 23.0767 22.5305 6.7659 17.5128 0.2796
"21795" 5448.5 48.9858 23.1102 22.6972 6.7309 17.5743 0.2808
"21796" 5448.75 48.8136 23.1415 22.8807 6.6955 17.6222 0.2821
"21797" 5449 48.6392 23.1716 23.0662 6.6599 17.656 0.2836
"21798" 5449.25 48.4678 23.2028 23.2381 6.6249 17.6789 0.2854
"21799" 5449.5 48.3018 23.2366 23.3993 6.5906 17.6934 0.2874
"21800" 5449.75 48.1428 23.2682 23.5518 6.5574 17.7008 0.2898
"21801" 5450 47.9934 23.2927 23.6978 6.5256 17.703 0.2925
"21802" 5450.25 47.8555 23.3112 23.838 6.4954 17.7005 0.2954
"21803" 5450.5 47.7298 23.3239 23.9728 6.4669 17.6937 0.2983
"21804" 5450.75 47.6166 23.3309 24.1022 6.4401 17.6826 0.3015
"21805" 5451 47.5162 23.3322 24.226 6.4151 17.6672 0.3047
"21806" 5451.25 47.429 23.3277 24.3442 6.3919 17.6476 0.308
"21807" 5451.5 47.355 23.3175 24.4566 6.3706 17.6236 0.3115
"21808" 5451.75 47.2946 23.3014 24.5631 6.351 17.5954 0.3152
"21809" 5452 47.248 23.2795 24.6634 6.3333 17.5627 0.3189
"21810" 5452.25 47.2153 23.2516 24.7575 6.3175 17.5257 0.3229
"21811" 5452.5 47.1969 23.2178 24.8452 6.3036 17.4844 0.3268
"21812" 5452.75 47.1928 23.1781 24.9265 6.2916 17.4386 0.3306
"21813" 5453 47.2034 23.1325 25.0012 6.2816 17.3886 0.3345
"21814" 5453.25 47.2287 23.081 25.0692 6.2734 17.3342 0.3382
"21815" 5453.5 47.2689 23.0235 25.1305 6.2673 17.2755 0.3419
"21816" 5453.75 47.3242 22.9601 25.185 6.263 17.2125 0.3456
"21817" 5454 47.3946 22.8907 25.2324 6.2608 17.1452 0.3491
"21818" 5454.25 47.4804 22.8154 25.2727 6.2605 17.0736 0.3527
"21819" 5454.5 47.5816 22.7342 25.3059 6.2622 16.9978 0.3561
"21820" 5454.75 47.6985 22.647 25.3317 6.2658 16.9176 0.3594
"21821" 5455 47.8312 22.5539 25.3501 6.2715 16.8332 0.3627
"21822" 5455.25 47.9798 22.4549 25.361 6.2792 16.7446 0.3659
"21823" 5455.5 48.1445 22.3499 25.3642 6.2888 16.6517 0.3689
"21824" 5455.75 48.3254 22.2389 25.3597 6.3005 16.5546 0.3719
"21825" 5456 48.5227 22.1221 25.3473 6.3143 16.4533 0.3747
"21826" 5456.25 48.7364 21.9994 25.3271 6.33 16.3479 0.377
"21827" 5456.5 48.9666 21.871 25.2992 6.3478 16.2385 0.3786
"21828" 5456.75 49.2134 21.737 25.2635 6.3676 16.1251 0.3797
"21829" 5457 49.4766 21.5976 25.2201 6.3893 16.008 0.38
"21830" 5457.25 49.7563 21.4528 25.169 6.4131 15.8871 0.3795
"21831" 5457.5 50.0058 21.306 25.1143 6.4392 15.765 0.3783
"21832" 5457.75 50.196 21.1683 25.0696 6.4689 15.6497 0.3767
"21833" 5458 50.3518 21.0437 25.0227 6.5022 15.5441 0.3749
"21834" 5458.25 50.487 20.9346 24.9661 6.5391 15.4501 0.3729
"21835" 5458.5 50.6059 20.8413 24.9018 6.579 15.3677 0.3708
"21836" 5458.75 50.7102 20.763 24.8308 6.6211 15.2965 0.3686
"21837" 5459 50.801 20.6991 24.7536 6.665 15.2358 0.3664
"21838" 5459.25 50.8795 20.6489 24.6709 6.7101 15.1852 0.3641
"21839" 5459.5 50.9465 20.6117 24.5832 6.7559 15.1441 0.3617
"21840" 5459.75 51.0029 20.5869 24.491 6.8019 15.1121 0.3593
"21841" 5460 51.0497 20.5738 24.3947 6.8475 15.0886 0.3568
"21842" 5460.25 51.0876 20.5721 24.2948 6.8925 15.0734 0.3543
"21843" 5460.5 51.1175 20.581 24.1916 6.9364 15.066 0.3517
"21844" 5460.75 51.1399 20.6001 24.0856 6.9788 15.0659 0.3491
"21845" 5461 51.1557 20.629 23.9771 7.0194 15.0729 0.3465
"21846" 5461.25 51.1656 20.6671 23.8665 7.0577 15.0866 0.3439
"21847" 5461.5 51.17 20.7142 23.7539 7.0937 15.1066 0.3413
"21848" 5461.75 51.1696 20.7695 23.6398 7.1268 15.1326 0.3386
"21849" 5462 51.1649 20.833 23.5244 7.1569 15.1643 0.336
"21850" 5462.25 51.1565 20.904 23.4079 7.1838 15.2015 0.3334
"21851" 5462.5 51.1448 20.9823 23.2906 7.2072 15.2438 0.3307
"21852" 5462.75 51.1304 21.0675 23.1727 7.2269 15.291 0.3281
"21853" 5463 51.1136 21.1592 23.0544 7.2428 15.3427 0.3254
"21854" 5463.25 51.0948 21.2571 22.9359 7.2548 15.3988 0.3228
"21855" 5463.5 51.0744 21.3609 22.8172 7.2627 15.459 0.3202
"21856" 5463.75 51.0528 21.4702 22.6987 7.2664 15.523 0.3176
"21857" 5464 51.0303 21.5848 22.5804 7.2659 15.5907 0.315
"21858" 5464.25 51.0072 21.7043 22.4625 7.2612 15.6617 0.3125
"21859" 5464.5 50.984 21.8262 22.3451 7.2522 15.736 0.3099
"21860" 5464.75 50.9646 21.9383 22.2299 7.2394 15.8141 0.3074
"21861" 5465 50.9439 22.0407 22.1187 7.2235 15.897 0.305
"21862" 5465.25 50.9075 22.136 22.017 7.2053 15.9863 0.3027
"21863" 5465.5 50.8582 22.2259 21.9289 7.1853 16.0828 0.3006
"21864" 5465.75 50.7976 22.3108 21.8559 7.1639 16.1859 0.2987
"21865" 5466 50.7265 22.3911 21.7987 7.1411 16.2947 0.297
"21866" 5466.25 50.6453 22.4669 21.7576 7.1169 16.408 0.2955
"21867" 5466.5 50.5545 22.5384 21.7328 7.0915 16.5248 0.2943
"21868" 5466.75 50.4545 22.6058 21.7244 7.0648 16.6437 0.2933
"21869" 5467 50.3458 22.6691 21.7326 7.0371 16.7636 0.2925
"21870" 5467.25 50.2287 22.7285 21.7573 7.0083 16.8831 0.2919
"21871" 5467.5 50.1037 22.7841 21.7987 6.9785 17.001 0.2915
"21872" 5467.75 49.9713 22.8361 21.8569 6.9478 17.1159 0.2913
"21873" 5468 49.832 22.8847 21.9318 6.9162 17.2265 0.2914
"21874" 5468.25 49.6862 22.9301 22.0235 6.8838 17.3313 0.2917
"21875" 5468.5 49.5343 22.9724 22.132 6.8507 17.4289 0.2921
"21876" 5468.75 49.377 23.0119 22.2574 6.817 17.5179 0.2928
"21877" 5469 49.2147 23.0488 22.3996 6.7827 17.5968 0.2937
"21878" 5469.25 49.048 23.0832 22.5587 6.7479 17.6641 0.2948
"21879" 5469.5 48.8774 23.1154 22.7346 6.7126 17.7183 0.2961
"21880" 5469.75 48.7035 23.1458 22.9228 6.6771 17.7581 0.2976
"21881" 5470 48.5304 23.1763 23.0995 6.6417 17.7855 0.2994
"21882" 5470.25 48.3622 23.209 23.2646 6.6071 17.8035 0.3014
"21883" 5470.5 48.2 23.2428 23.4202 6.5734 17.8139 0.3038
"21884" 5470.75 48.0464 23.2702 23.5684 6.541 17.8182 0.3065
"21885" 5471 47.9037 23.2912 23.7106 6.5101 17.8176 0.3094
"21886" 5471.25 47.7729 23.3064 23.8473 6.4808 17.8126 0.3125
"21887" 5471.5 47.6545 23.3158 23.9787 6.4534 17.8033 0.3157
"21888" 5471.75 47.5489 23.3195 24.1045 6.4276 17.7897 0.3191
"21889" 5472 47.4562 23.3175 24.2248 6.4037 17.7717 0.3225
"21890" 5472.25 47.3769 23.3097 24.3393 6.3816 17.7494 0.3262
"21891" 5472.5 47.311 23.296 24.4479 6.3613 17.7228 0.3299
"21892" 5472.75 47.2588 23.2765 24.5504 6.3428 17.6918 0.3338
"21893" 5473 47.2206 23.2511 24.6468 6.3263 17.6563 0.3379
"21894" 5473.25 47.1965 23.2197 24.7368 6.3116 17.6164 0.342
"21895" 5473.5 47.1869 23.1824 24.8204 6.2989 17.5721 0.3461
"21896" 5473.75 47.1918 23.1391 24.8975 6.2881 17.5235 0.3502
"21897" 5474 47.2114 23.0899 24.968 6.2792 17.4705 0.3542
"21898" 5474.25 47.2459 23.0347 25.0317 6.2723 17.4131 0.3581
"21899" 5474.5 47.2954 22.9736 25.0886 6.2673 17.3513 0.3619
"21900" 5474.75 47.3602 22.9066 25.1386 6.2643 17.2852 0.3657
"21901" 5475 47.4403 22.8336 25.1814 6.2633 17.2148 0.3694
"21902" 5475.25 47.5358 22.7546 25.2172 6.2642 17.14 0.3731
"21903" 5475.5 47.647 22.6697 25.2456 6.2672 17.0609 0.3766
"21904" 5475.75 47.774 22.5788 25.2667 6.2721 16.9775 0.3801
"21905" 5476 47.9168 22.4819 25.2803 6.2791 16.8898 0.3834
"21906" 5476.25 48.0758 22.3791 25.2863 6.288 16.7979 0.3867
"21907" 5476.5 48.2509 22.2703 25.2845 6.299 16.7016 0.3899
"21908" 5476.75 48.4425 22.1556 25.275 6.3121 16.6011 0.3929
"21909" 5477 48.6505 22.035 25.2576 6.3271 16.4964 0.3955
"21910" 5477.25 48.875 21.9087 25.2325 6.3442 16.3877 0.3975
"21911" 5477.5 49.1161 21.7767 25.1996 6.3633 16.2749 0.3988
"21912" 5477.75 49.3738 21.6392 25.159 6.3844 16.1583 0.3994
"21913" 5478 49.6479 21.4963 25.1107 6.4075 16.0379 0.3992
"21914" 5478.25 49.9187 21.3491 25.0559 6.4327 15.9145 0.3982
"21915" 5478.5 50.1259 21.2076 25.0072 6.4611 15.7956 0.3967
"21916" 5478.75 50.2916 21.0781 24.9641 6.4933 15.6856 0.3948
"21917" 5479 50.4333 20.9636 24.9107 6.529 15.5869 0.3927
"21918" 5479.25 50.5577 20.865 24.8492 6.568 15.5 0.3906
"21919" 5479.5 50.667 20.7817 24.7807 6.6094 15.4245 0.3883
"21920" 5479.75 50.7624 20.713 24.7058 6.6528 15.3598 0.386
"21921" 5480 50.845 20.6581 24.6253 6.6976 15.3054 0.3836
"21922" 5480.25 50.9159 20.6166 24.5395 6.7432 15.2608 0.3811
"21923" 5480.5 50.9759 20.5876 24.4491 6.7891 15.2255 0.3786
"21924" 5480.75 51.0258 20.5706 24.3544 6.835 15.199 0.376
"21925" 5481 51.0667 20.565 24.256 6.8803 15.1809 0.3733
"21926" 5481.25 51.0992 20.5704 24.1542 6.9246 15.1708 0.3707
"21927" 5481.5 51.1241 20.5861 24.0494 6.9675 15.1683 0.368
"21928" 5481.75 51.142 20.6117 23.942 7.0087 15.1729 0.3652
"21929" 5482 51.1537 20.6467 23.8324 7.0478 15.1844 0.3625
"21930" 5482.25 51.1598 20.6907 23.7207 7.0846 15.2024 0.3597
"21931" 5482.5 51.1609 20.7432 23.6074 7.1187 15.2265 0.357
"21932" 5482.75 51.1576 20.8039 23.4928 7.1498 15.2565 0.3542
"21933" 5483 51.1503 20.8723 23.3769 7.1778 15.2921 0.3514
"21934" 5483.25 51.1397 20.948 23.2602 7.2023 15.3329 0.3486
"21935" 5483.5 51.126 21.0308 23.1428 7.2232 15.3787 0.3458
"21936" 5483.75 51.1099 21.1202 23.025 7.2404 15.4292 0.3431
"21937" 5484 51.0917 21.216 22.9068 7.2537 15.4841 0.3403
"21938" 5484.25 51.0717 21.3177 22.7885 7.2629 15.5433 0.3376
"21939" 5484.5 51.0505 21.425 22.6703 7.268 15.6064 0.3348
"21940" 5484.75 51.0282 21.5377 22.5522 7.2689 15.6732 0.3321
"21941" 5485 51.0051 21.6554 22.4345 7.2655 15.7435 0.3294
"21942" 5485.25 50.9817 21.7775 22.3171 7.2579 15.8171 0.3267
"21943" 5485.5 50.9604 21.8931 22.2013 7.2462 15.8942 0.3241
"21944" 5485.75 50.9425 21.9984 22.0887 7.2312 15.9758 0.3215
"21945" 5486 50.9107 22.0956 21.9835 7.2137 16.0632 0.319
"21946" 5486.25 50.8652 22.187 21.891 7.1942 16.1579 0.3167
"21947" 5486.5 50.808 22.2733 21.8132 7.1732 16.2594 0.3147
"21948" 5486.75 50.7401 22.355 21.7511 7.1508 16.367 0.3128
"21949" 5487 50.6619 22.4321 21.7049 7.127 16.4795 0.3112
"21950" 5487.25 50.574 22.5049 21.6749 7.102 16.5959 0.3098
"21951" 5487.5 50.4767 22.5734 21.6613 7.0757 16.7148 0.3087
"21952" 5487.75 50.3706 22.6379 21.6642 7.0483 16.8351 0.3078
"21953" 5488 50.256 22.6984 21.6836 7.0198 16.9555 0.3071
"21954" 5488.25 50.1334 22.7551 21.7196 6.9902 17.0747 0.3066
"21955" 5488.5 50.0032 22.8082 21.7723 6.9598 17.1912 0.3064
"21956" 5488.75 49.8659 22.8578 21.8418 6.9284 17.3039 0.3063
"21957" 5489 49.7219 22.9041 21.928 6.8962 17.4112 0.3066
"21958" 5489.25 49.5719 22.9473 22.031 6.8634 17.5117 0.307
"21959" 5489.5 49.4162 22.9876 22.1508 6.8298 17.604 0.3076
"21960" 5489.75 49.2555 23.0252 22.2875 6.7956 17.6867 0.3085
"21961" 5490 49.0901 23.0603 22.4409 6.761 17.7581 0.3096
"21962" 5490.25 48.9207 23.0932 22.6112 6.7258 17.8169 0.3109
"21963" 5490.5 48.7477 23.1241 22.7975 6.6904 17.8616 0.3124
"21964" 5490.75 48.5739 23.1543 22.978 6.6549 17.8926 0.3142
"21965" 5491 48.4041 23.1862 23.146 6.62 17.9135 0.3162
"21966" 5491.25 48.2401 23.2206 23.304 6.586 17.9262 0.3186
"21967" 5491.5 48.0836 23.2502 23.4538 6.5531 17.9323 0.3213
"21968" 5491.75 47.9375 23.2731 23.5974 6.5218 17.9332 0.3244
"21969" 5492 47.8031 23.2901 23.7355 6.492 17.9296 0.3276
"21970" 5492.25 47.681 23.3013 23.8681 6.464 17.9215 0.3309
"21971" 5492.5 47.5716 23.3067 23.9953 6.4377 17.9092 0.3344
"21972" 5492.75 47.4752 23.3065 24.1169 6.4132 17.8924 0.338
"21973" 5493 47.3919 23.3004 24.2328 6.3906 17.8713 0.3418
"21974" 5493.25 47.3222 23.2886 24.3429 6.3698 17.8458 0.3457
"21975" 5493.5 47.2661 23.2708 24.4469 6.3508 17.8159 0.3497
"21976" 5493.75 47.2239 23.2471 24.5448 6.3337 17.7815 0.354
"21977" 5494 47.1959 23.2174 24.6364 6.3185 17.7426 0.3583
"21978" 5494.25 47.1822 23.1818 24.7215 6.3052 17.6993 0.3626
"21979" 5494.5 47.1832 23.1402 24.8002 6.2939 17.6516 0.3669
"21980" 5494.75 47.1988 23.0927 24.8722 6.2845 17.5994 0.3711
"21981" 5495 47.2294 23.0392 24.9376 6.277 17.5428 0.3752
"21982" 5495.25 47.275 22.9797 24.9962 6.2715 17.4818 0.3793
"21983" 5495.5 47.3358 22.9142 25.0478 6.268 17.4165 0.3833
"21984" 5495.75 47.4119 22.8428 25.0924 6.2665 17.3467 0.3872
"21985" 5496 47.5036 22.7654 25.1299 6.2669 17.2725 0.3911
"21986" 5496.25 47.6109 22.682 25.1601 6.2694 17.194 0.3948
"21987" 5496.5 47.734 22.5927 25.183 6.2739 17.1112 0.3985
"21988" 5496.75 47.873 22.4973 25.1983 6.2803 17.024 0.4021
"21989" 5497 48.0281 22.396 25.2061 6.2888 16.9324 0.4055
"21990" 5497.25 48.1995 22.2887 25.2063 6.2994 16.8366 0.4089
"21991" 5497.5 48.3872 22.1754 25.1986 6.3119 16.7364 0.4121
"21992" 5497.75 48.5914 22.0562 25.1831 6.3265 16.632 0.415
"21993" 5498 48.8122 21.9312 25.1598 6.3432 16.5234 0.4172
"21994" 5498.25 49.0496 21.8005 25.1288 6.3619 16.4109 0.4188
"21995" 5498.5 49.3037 21.6644 25.0901 6.3826 16.2944 0.4196
"21996" 5498.75 49.5742 21.5228 25.0437 6.4052 16.174 0.4196
"21997" 5499 49.8534 21.3761 24.9901 6.4299 16.0501 0.4187
"21998" 5499.25 50.0737 21.2324 24.9389 6.4575 15.9287 0.4172
"21999" 5499.5 50.2474 21.1 24.8968 6.4889 15.8158 0.4152
"22000" 5499.75 50.3938 20.982 24.8458 6.5239 15.7137 0.4131
"22001" 5500 50.522 20.8799 24.7862 6.5622 15.6236 0.4109
"22002" 5500.25 50.6347 20.7932 24.7195 6.6031 15.545 0.4086
"22003" 5500.5 50.7332 20.7213 24.6463 6.6462 15.4775 0.4061
"22004" 5500.75 50.8186 20.6635 24.5672 6.6907 15.4205 0.4036
"22005" 5501 50.8921 20.619 24.4829 6.7362 15.3735 0.401
"22006" 5501.25 50.9544 20.5873 24.3937 6.7821 15.3359 0.3984
"22007" 5501.5 51.0066 20.5677 24.3003 6.828 15.3073 0.3956
"22008" 5501.75 51.0494 20.5597 24.2029 6.8735 15.2872 0.3929
"22009" 5502 51.0836 20.5626 24.1022 6.918 15.2753 0.3901
"22010" 5502.25 51.1101 20.5761 23.9983 6.9613 15.271 0.3873
"22011" 5502.5 51.1295 20.5995 23.8918 7.0029 15.2741 0.3844
"22012" 5502.75 51.1425 20.6324 23.7829 7.0425 15.2842 0.3815
"22013" 5503 51.1497 20.6744 23.672 7.0798 15.3009 0.3786
"22014" 5503.25 51.1518 20.725 23.5594 7.1144 15.3238 0.3757
"22015" 5503.5 51.1493 20.7839 23.4453 7.1462 15.3527 0.3728
"22016" 5503.75 51.1428 20.8505 23.3301 7.1748 15.3872 0.3699
"22017" 5504 51.1328 20.9246 23.2139 7.2001 15.4271 0.367
"22018" 5504.25 51.1197 21.0058 23.0969 7.2218 15.4721 0.364
"22019" 5504.5 51.104 21.0937 22.9795 7.2398 15.5219 0.3611
"22020" 5504.75 51.0861 21.188 22.8617 7.2538 15.5762 0.3582
"22021" 5505 51.0664 21.2882 22.7438 7.2639 15.6348 0.3553
"22022" 5505.25 51.0454 21.3942 22.6258 7.2698 15.6973 0.3524
"22023" 5505.5 51.0232 21.5056 22.508 7.2716 15.7637 0.3496
"22024" 5505.75 51.0002 21.6221 22.3906 7.2691 15.8336 0.3467
"22025" 5506 50.9768 21.7433 22.2735 7.2623 15.9069 0.3439
"22026" 5506.25 50.9545 21.8612 22.1575 7.2514 15.9836 0.3411
"22027" 5506.5 50.937 21.9683 22.0444 7.237 16.0645 0.3384
"22028" 5506.75 50.9084 22.0668 21.9374 7.2199 16.151 0.3358
"22029" 5507 50.8653 22.1592 21.8423 7.2008 16.2446 0.3333
"22030" 5507.25 50.8102 22.2464 21.7616 7.18 16.3453 0.3311
"22031" 5507.5 50.7442 22.3288 21.6965 7.1578 16.4522 0.3291
"22032" 5507.75 50.6679 22.4067 21.6472 7.1343 16.5644 0.3274
"22033" 5508 50.5817 22.4803 21.6141 7.1095 16.6807 0.3259
"22034" 5508.25 50.4861 22.5495 21.5972 7.0834 16.7998 0.3246
"22035" 5508.5 50.3816 22.6147 21.5968 7.0561 16.9205 0.3236
"22036" 5508.75 50.2685 22.6758 21.6129 7.0278 17.0415 0.3228
"22037" 5509 50.1472 22.7332 21.6456 6.9985 17.1616 0.3223
"22038" 5509.25 50.0184 22.7869 21.6949 6.9681 17.2794 0.322
"22039" 5509.5 49.8823 22.837 21.761 6.9369 17.3934 0.3219
"22040" 5509.75 49.7396 22.8839 21.8437 6.9049 17.5024 0.3221
"22041" 5510 49.5906 22.9276 21.9432 6.8721 17.6049 0.3225
"22042" 5510.25 49.436 22.9684 22.0595 6.8387 17.6994 0.3232
"22043" 5510.5 49.2762 23.0065 22.1926 6.8046 17.7845 0.324
"22044" 5510.75 49.1117 23.0421 22.3425 6.77 17.8586 0.3251
"22045" 5511 48.943 23.0753 22.5091 6.735 17.9203 0.3265
"22046" 5511.25 48.7708 23.1066 22.6925 6.6995 17.968 0.328
"22047" 5511.5 48.5968 23.1367 22.8754 6.664 18.0016 0.3298
"22048" 5511.75 48.4262 23.1683 23.0451 6.629 18.0244 0.3319
"22049" 5512 48.2611 23.2024 23.2044 6.5948 18.0387 0.3343
"22050" 5512.25 48.1031 23.2335 23.3552 6.5617 18.0459 0.3371
"22051" 5512.5 47.9551 23.2577 23.4995 6.53 18.0478 0.3402
"22052" 5512.75 47.8185 23.2757 23.6382 6.4999 18.0451 0.3436
"22053" 5513 47.6943 23.288 23.7715 6.4716 18.0378 0.3471
"22054" 5513.25 47.5827 23.2946 23.8993 6.445 18.0262 0.3507
"22055" 5513.5 47.484 23.2954 24.0216 6.4202 18.0101 0.3545
"22056" 5513.75 47.3986 23.2904 24.1382 6.3973 17.9897 0.3584
"22057" 5514 47.3266 23.2795 24.2489 6.3761 17.9648 0.3625
"22058" 5514.25 47.2682 23.2628 24.3537 6.3568 17.9355 0.3667
"22059" 5514.5 47.2238 23.2402 24.4523 6.3394 17.9016 0.3711
"22060" 5514.75 47.1936 23.2115 24.5447 6.3239 17.8633 0.3757
"22061" 5515 47.1777 23.1768 24.6306 6.3103 17.8204 0.3803
"22062" 5515.25 47.1764 23.1362 24.71 6.2987 17.773 0.3847
"22063" 5515.5 47.19 23.0896 24.7829 6.289 17.7212 0.3892
"22064" 5515.75 47.2184 23.037 24.8491 6.2813 17.6649 0.3935
"22065" 5516 47.2619 22.9784 24.9084 6.2755 17.6042 0.3978
"22066" 5516.25 47.3206 22.9138 24.9609 6.2717 17.539 0.402
"22067" 5516.5 47.3948 22.8433 25.0063 6.2699 17.4694 0.4062
"22068" 5516.75 47.4844 22.7667 25.0446 6.2701 17.3954 0.4102
"22069" 5517 47.5897 22.6841 25.0757 6.2724 17.3169 0.4142
"22070" 5517.25 47.7109 22.5955 25.0994 6.2766 17.2341 0.418
"22071" 5517.5 47.8481 22.501 25.1156 6.2828 17.1468 0.4218
"22072" 5517.75 48.0013 22.4004 25.1243 6.2911 17.0552 0.4254
"22073" 5518 48.1708 22.2938 25.1253 6.3014 16.9592 0.429
"22074" 5518.25 48.3568 22.1812 25.1186 6.3138 16.8589 0.4324
"22075" 5518.5 48.5592 22.0627 25.104 6.3282 16.7542 0.4354
"22076" 5518.75 48.7784 21.9383 25.0816 6.3446 16.6454 0.4379
"22077" 5519 49.0142 21.8083 25.0515 6.3631 16.5325 0.4396
"22078" 5519.25 49.2666 21.6727 25.0137 6.3836 16.4156 0.4405
"22079" 5519.5 49.5355 21.5318 24.9683 6.4061 16.2949 0.4406
"22080" 5519.75 49.817 21.3856 24.9154 6.4306 16.1704 0.4398
"22081" 5520 50.0441 21.241 24.8635 6.4579 16.0475 0.4382
"22082" 5520.25 50.2218 21.1074 24.8215 6.4889 15.9328 0.4363
"22083" 5520.5 50.3705 20.9878 24.7718 6.5236 15.8289 0.4341
"22084" 5520.75 50.5006 20.8841 24.7133 6.5616 15.737 0.4317
"22085" 5521 50.6149 20.796 24.6476 6.6024 15.6567 0.4293
"22086" 5521.25 50.7149 20.7226 24.5753 6.6452 15.5877 0.4267
"22087" 5521.5 50.8017 20.6635 24.4971 6.6897 15.5293 0.4241
"22088" 5521.75 50.8763 20.6177 24.4135 6.7351 15.4809 0.4214
